Character,Dialogue
Barret,"Our quartermaster, Nellie, had a good laugh at that. She was tight with Jessie. People sometimes took 'em for sisters even. They'd say ""No way!"" and get upset, but then they'd start giggling and you knew..."
Barret,"Yeah... They'll all be fine. They're strong. They're tough. Like me. After we save Aerith, I'll introduce you to them."
Cloud,Sounds good.
Barret,Never thought I'd feel better after talking with your hard-boiled ass.
Cloud,Think you can sleep now?
Barret,Oh yeah. Like a baby.
Cloud,Can't sleep?
Tifa,No. You too?
Cloud,I heard footsteps.
Tifa,Sorry. Didn't mean to wake you.
Cloud,I'm a light sleeper. It's a SOLDIER thing.
Tifa,"That flower you gave me the other night. That was from Aerith, wasn't it?"
Tifa,"I knew there was something weird going on. You, buying flowers. They symbolize reunion, believe it or not. I was curious, so I looked it up. I tried to keep it alive as long as I could. But now...it's dead and buried."
Tifa,Like the bar...our home...and everything else.
Tifa,They took everything from us. Again. (cries)
Tifa,"Cloud... Cloud, you're hurting me."
Tifa,It's stupid. I know that crying's a waste of time.
Cloud,That's not true.
Tifa,Thank you.
Cloud,How is this...? Is this a dream?
Aerith,Maybe. You tell me.
Cloud,You okay?
Aerith,"Don't I look it? I used to live in the Shinra Building, back when I was really little."
Cloud,Your mom told us.
Aerith,"Right. So it kinda feels like I've gone back to my childhood home, you know? Honestly, it's not that bad."
Cloud,"So what, you wanna stay?"
Aerith,"C'mon, Cloud. Don't be silly."
Cloud,Your mom's really worried too.
Aerith,"""Too""? So you're worried about me?"
Cloud,Of course I am.
Aerith,I'm sorry about that. Really.
Cloud,Is that...?
Aerith,Everyone dies eventually.
Cloud,I suppose.
Aerith,"So we need to make the most of the time we have—to live our lives the way we wanna live. Every minute...every moment, matters."
Cloud,I'll remember that.
Aerith,Good. So...
Cloud,You need to embrace this moment. Right?
Aerith,"I'm glad I met you, Cloud. I really am. I'm grateful for all the words we've shared. For all the moments and the memories. You've made me more happy than you know. And I'll always cherish what you've given me. But... But whatever happens, you can't fall in love with me. Even if you think you have...it's not real."
Cloud,Do I get a say in all this?
Aerith,It's almost morning. Time to go.
Cloud,I'm coming for you.
Aerith,If that's what you want. Thank you.
Barret,"You've done more for us than we deserve. I won't forget this. If you ever need anything, all you gotta do is holler."
Cloud,Elmyra.
Cloud,She's calling out to me. I can feel it.
Tifa,We all can. So please. She's our friend. We have to help her.
Barret,Mm.
Barret,Marlene...
Barret,"I'm sorry, honey. I wish I didn't have to. I wish I could be with you all the time. I really do. But if I stay here, I can't fight out there."
Barret,"Some bad people are...trying to hurt the planet. And Daddy...Daddy and his friends are trying to stop those bad people. The slums, your friends, the whole planet—it's Daddy's job to protect it."
Barret,"And that's why I've gotta go. You remember that nice girl who came to find you? Well, now we have to go find her. And when we bring her home, you ned to say thank you, okay?"
Barret,What?
Barret,We will.
Barret,"Of course, I promise."
Tifa,Barret...
Barret,She's tougher than me.
Barret,Aight! Time to get some payback.
Cloud,Don't forget why we're doing this.
Barret,"I know, I know. To rescue Aerith."
Tifa,"So, how're we supposed to get topside? With everything that's happened, the trains still aren't running."
Barret,"Well, we could walk along the tracks."
Cloud,The city's on high alert. All the roads and public transit have probably been locked down by now.
Barret,So what's the plan then? You know another way up?
Tifa,"No, but I think I know someone who might."
Cloud,You mean Corneo.
Barret,"We ain't no damn pawns of Wutai! I couldn't care less about the rest, but that shit?"
Tifa,No one will listen to us. There's no point in even trying.
Tifa,I'm sorry.
Barret,"Hey... Hey Tifa, listen. There's no room in this for regrets or what-ifs or any of that. All we can do is keep moving forward. Keep following this path we chose. Wherever, so we can say we did all we could."
Tifa,"I know. But...right now...instead of looking forward, you need to look around. Everyone here is terrified. So I'm asking you...don't."
Tifa,"I know we're short on time, but let's try to help out wherever we can."
Tifa,Do we really have to deal with Corneo again?
Cloud,Got no other choice.
Barret,What? Did you guys get into it with him or something?
Tifa,I don't wanna talk about it.
Barret,"Huh? Hey, Cloud, what ha—"
Cloud,Don't recall.
Barret,No one's home.
Tifa,"Well, we need to find a way to get topside as quickly as possible, and we figured Corneo oughta know one."
Barret,You serious? Then tell us!
Cloud,Let's just hear him out.
Barret,So...what's the deal with the hole?
Tifa,You want us to go back into the sewers with you? What's down there?
Barret,"You're not gonna try to screw us over, are you?"
Cloud,All right. We're in.
Barret,Say what?
Cloud,"He betrays us, he dies."
Tifa,He means it.
Barret,Seriously—what's the deal with the hole?
Cloud,It's a trop for the don's enemies.
Barret,What?
Cloud,Don't worry. I'll know.
Barret,Just stay calm and wait here. Never know—they might come back on their own. Okay?
Barret,Hmm. Gotta be one of them lost kids.
Barret,What'd you say?
Cloud,What're you doing out here? And where's everyone else?
Cloud,Heads up!
Barret,So why'd you kids come out all this way?
Barret,...I do.
Barret,Buncha little smart-asses... With good hearts.
Barret,Worried about 'em huh? All right. I think we can help you out.
Barret,Okay then! That makes three.
Cloud,We'd better check in at Sam's.
Cloud,We're looking for a way topside. Know one?
Barret,What? Got a problem?
Barret,Ain't these fools got anything better to do?
Barret,Oh yeah...? Wait!
Tifa,This is bad. Really bad.
Barret,Let's move!
Barret,Heard you punks were lookin' for me. Didn't wanna keep you waitin'.
Cloud,But am I?
Cloud,"That's right. You'll tell everyone we were never here—that the rumors were bullshit. And if we hear about you, or any of your friends, coming round here ever again..."
Tifa,You'll answer to my boot.
Cloud,I was hoping you knew a way we could get topside.
Tifa,Me?
Cloud,Tifa?
Tifa,I can't believe I won.
Tifa,"No, thank you for...the same!"
Tifa,Betty. I'm so glad to see you're okay.
Barret,Don't worry. She's safe.
Tifa,That's a wonderful idea.
Barret,"Okay! If we find any music discs, we'll bring 'em straight to you. You just promise to crank up the volume, all right?"
Barret,"Hell yeah, that's it! That's the fire we need right now! Be a force for change, brother!"
Tifa,Our pleasure. I think we needed it too.
Barret,"(hums victory fanfare, laughs) Until our victory fanfare rings out through all of Midgar, our battle will rage on! Hey, I'm just kidding."
Cloud,So what do you need?
Cloud,I told you to stop calling me that.
Cloud,"Fine, what?"
Cloud,(sighs) What'd she look like?
Cloud,Kyrie...?
Barret,Which way'd she go?
Cloud,You Kyrie?
Tifa,(chuckles) Someone mugged our friend and took every last gil he had. Sound familiar?
Barret,Now I remember you. You're that chick. The one who was spreadin' lies in Sector 5.
Cloud,"Stole from them too, did you?"
Barret,Wait a minute—that was you!?
Tifa,"Kyrie, please. Just give us the money you stole from our friend, would you? And the key while you're at it."
Cloud,We'll handle Shinra if you give us the key. Deal?
Tifa,You're joking!
Barret,It's a miracle you've managed to stay alive this long.
Barret,Guessin' he's the guy she's runnin' from.
Cloud,Kyrie's not coming. You'll have to make do with us.
Barret,Hah! That wasn't too much trouble.
Cloud,"Well enough. If they're smart, they won't send anyone else."
Barret,"Learn your lesson, girl?"
Barret,That ain't the lesson.
Tifa,"She say ""grandma""?"
Tifa,Wait a minute—you're the Angel!?
Barret,The Daily Buzz? You mean that trash filled with Shinra fluff pieces?
Barret,"Kinda, but hurry it up. We don't have time for a three-act play."
Cloud,Do you remember the death threat she left there?
Cloud,...What are you asking?
Barret,Okay then. Y'all think we got everything? Question is now what? It's not gonna be easy selling this stuff.
Tifa,"Oh, I know. What about Marle? We could ask her to help. I'm sure she'd be happy to."
Cloud,Gifts from an angel.
Tifa,They're to be used to help the people of Sector 7 rebuild.
Cloud,Never met her. Just her go-between.
Barret,"Hey, how's it going?"
Cloud,But no one else can do it.
Barret,Yeah! That's how it's done.
Barret,"I know it's tough right now, but stay strong, y'hear?"
Cloud,"For the last time, don't call me that."
Tifa,You're leaving?
Tifa,"Uh, okay..."
Tifa,"Good luck out there, Johnny."
Tifa,You'll be fine wherever. You're Johnny—don't forget!
Barret,"You are gonna hold up your end of the bargain, right?"
Barret,"I don't trust you, and I don't like you. So if you so much as breathe in a suspicious way...I'll turn that face of yours into a honeycomb."
Cloud,Let's get this over with.
Barret,The mark of Avalanche. Right. Jessie and Biggs stashed a skeleton key down here.
Tifa,I never got the chance to thank them for what they did.
Cloud,Tifa...
Tifa,"Let's just keep moving, okay?"
Barret,"Yeah, we heard you."
Barret,Made it. 'Bout time.
Tifa,Hey...wasn't this locked before?
Barret,"Yeah, yeah..."
Tifa,Can I ask you something? Why did you help us out before? You could've lost everything.
Tifa,That really it?
Tifa,Huh?
Barret,This it?
Cloud,So how we supposed to get topside?
Cloud,Then you're telling me we're not done?
Tifa,Huh?
Cloud,Let's go.
Barret,Bastard went that way!
Barret,Where in the hell did that thing run off to?
Barret,"We ain't got time to play hide-and-seek, ya little shit!"
Barret,"(chuckles) Gotcha now! So, gonna make us work for it, are ya! I'm not gonna hurt ya, little fella. So just stay st—"
Cloud,Take the right.
Tifa,I'm on it.
Barret,"Your days are numbered, ratboy!"
Tifa,He's so slippery!
Cloud,Just like his owner.
Tifa,That's...
Barret,That's not a key.
Barret,That's not your pendant either. Were they family?
Tifa,Why did you wanna come down here?
Cloud,"It's fine. As long as you get us topside, we're still in."
Barret,You all right.
Barret,That twisted piece of shit. I'm gonna enjoy beatin' him to a pulp.
Barret,Huh?
Cloud,Fine.
Barret,Think the kid's gonna be okay goin' it alone?
Cloud,"Think again, Don."
Barret,"You were talking 'bout the Sector 7 plan. Keep talking, asshole."
Barret,Don't try to bullshit us!
Barret,Bastard...
Cloud,"First him, then Cornei."
Cloud,You okay?
Barret,Sorry. Bastard got away.
Tifa,"You know, I wouldn't be so sure about that. She could still be out there."
Barret,Can never be sure how much someone means to ya till they're gone. Don't give up on her yet.
Tifa,"""We'll meet again."""
Tifa,"It's a symbol of ""reunion."""
Barret,Hold up. I think ya might be forgetting something.
Barret,Ahh! Taste that sweet Midgar smog!
Tifa,Thank you.
Barret,"Didn't tell you before, but we're looking for someone too."
Cloud,You too.
Barret,Let's go.
Barret,"Ready to do this? Once we start up that wall, we won't be comin' back here any time soon."
Barret,"We won't be comin' back here anytime soon. Best handle any unfinished business now, okay?"
Barret,"Hope you're ready now. No coming back, remember? Last chance to change your mind."
Barret,"So...when this is over, you gonna go on being a merc?"
Cloud,That's the plan.
Barret,Reckon it suits you.
Tifa,"Yeah, it does."
Barret,Used to think you were a little shit with a big attitude and a bigger inferiority complex. Quite possibly the worst person I have ever met. But that was before I figured you out. All this? It ain't you.
Tifa,"Deep down, you're a pretty nice guy. Didn't see it when we were kids, but..."
Cloud,"Don't know about any of that, but kindness is no use on the battlefield. If anything, it's a liability."
Barret,"Hey, no one's asking you to treat Shinra with kid gloves."
Tifa,Aerith's up there waiting for us.
Barret,"Then we better get a move on, huh?"
Cloud,Ready?
Barret,Two goals! Goal one! Kick some Shinra ass and save the planet! Goal two! Save the girl—while kicking more Shinra ass—and get out!
Cloud,Copy.
Barret,Gotta be careful. No tellin' what's gonna collapse or when.
Barret,See what I mean?
Tifa,A friend of ours needs help.
Cloud,"For you, maybe."
Tifa,So that's where we have to climb?
Barret,If it comes apart while we're up there...(imitates falling and splatting)
Cloud,"We've made it through worse, you know."
Barret,"Yeah, no kidding. It's a miracle we haven't been killed a dozen times over by now."
Barret,It's a dead end.
Tifa,Wonder if this rope belongs to search and rescue.
Barret,Think we might be able to climb up here.
Tifa,Time for the grappling guns. Try to aim for that part of the rope that's hanging there.
Barret,"Don't screw up and fall. By the way, how well you do with this grappling gun will tell us a whole lot about you."
Tifa,"(chuckles) Just remember, we can't come back down. Are you ready?"
Barret,I think I see a rope hanging off the top there.
Barret,"Too easy. This keeps up, I'm gonna get bored."
Cloud,Kill team.
Barret,We can take 'em.
Cloud,We need to stay on mission.
Barret,I know. Saving Aerith is our top priority.
Cloud,This is Hunter 2-2. Just had to put down a few monsters. Over.
Barret,Listen up! We ain't runnin' and we ain't hidin'! Y'all don't know the meaning of sufferin'! But you will!
Cloud,Call was over.
Barret,Not this guy again!
Tifa,Come on! We need to get inside!
Barret,Why don't we use our grappling guns to get up there? Jump over all this shit.
Cloud,Not much choice.
Barret,I guess everybody and their mothers knows we're here now.
Tifa,They'll be coming for us now.
Barret,"Well, to hell with being subtle!"
Tifa,What do you think? Can we climb it?
Barret,Sure—with a grappling gun.
Tifa,I just hope that this time it holds.
Barret,I think I see a rope hanging off the top there.
